upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,Fee Multiplier,
014800582000,Water/Juices,1,125,n,n,ReaLime:100% from Concentrate Natural Strength,2.50 OZ,,n,0,
014800582048,Food,1,299,n,n,ReaLime Lime Juice,8.00 FL OZ,,n,1,
014800582055,Water/Juices,1,329,n,n,ReaLime:100% from Concentrate Natural Strength,15.00 OZ,,n,1,
014800582154,Food,1,99,n,n,ReaLemon:100% from Concentrate Natural Strength,8.00 OZ,,n,1,
014800582215,Food,1,299,n,n,ReaLemon 100% from Concentrate Natural Strength,2.50 OZ,,n,1,
014800582239,Water/Juices,1,329,n,n,ReaLemon: 100% Lemon Juice Concentrate,15.00 FL OZ,,n,1,
015124190407,Dry Tea/Coffee,1,999,n,n,"Peerless, Organic French Roast 10oz",10oz,y,n,1,
015124190469,Dry Tea/Coffee,1,999,n,n,"Peerless, Organic Sumatra Dark",10oz,y,n,1,
015124194047,Dry Tea/Coffee,1,999,n,n,"Peerless, Organic Italian Roast","=""10""",,n,1,
015124194061,Dry Tea/Coffee,1,999,n,n,"Peerless, Organic Decaf Italian Roast","=""10""",y,n,1,
015665601004,Food,1,339,n,n,Pirate Booty:Pirate Booty,4 oz,,n,1,
015665602001,Chips,1,329,n,n,Aged White Cheddar,,,n,1,
015800030119,Food,1,209,n,n,CH Cane Granulated White,16 oz,y,n,1,
015800030485,Food,1,375,n,n,CH Cane Granulated White,32 oz,,n,1,
015800030614,Food,1,899,n,n,CH Cane Granulated White,10 LB,,n,1,
015800030621,Food,1,499,n,n,CH Cane Granulated White,4.00 LB,,n,1,
015800062110,Food,1,209,n,n,CH Golden Brown,16 Oz,y,n,1,
015800062325,Food,1,429,n,n,CH Golden Brown,32 oz,,n,1,
015800064114,Food,1,209,n,n,CH Pure Cane Dark Brown,1 lb,y,n,1,
015800070115,Food,1,229,n,n,CH Cane Confectioners Powdered,1 Lb,y,n,1,
015800088615,Food,1,349,n,n,CH Pure Cane Certified Organic,24 Oz,y,n,1,
015839000015,Chips,1,369,n,n,Garden of Eatin':Blue Chips,8.10 OZ,y,n,1,
015839000039,Chips,1,369,n,n,Garden Of Eatin':Red Hot Blues Tortilla Chips,8.1 oz,,n,1,
015883160048,Food,1,549,n,n,Mid East:Pomegranate Molasses,12.7 oz,,n,1,
015900000739,Food,1,599,n,n,"Bar S:Premium Deli Ham, Extra Lean",16.00 OZ,,n,1,
015900002115,Food,1,249,n,n,Bar S:Jumbo Franks,8.00 EA,,n,1,
016000106109,Food,1,459,n,n,Gold Medal:All-Purpose Flour,5.00 LB,,n,1,
016000122222,Food,1,639,n,n,GM REESES PUFFS,11.5oz,,n,1,
016000122543,Food,1,499,n,n,General Mills Cinnamon Toast Crunch 12 OZ 340g,340g,,n,1,
016000124790,Food,1,599,n,n,General Mills Honey Nut Cheerios Cereal 10.8 OZ 306g,306g,,n,1,
016000125063,Food,1,799,n,n,GM HONEY NUT CHEERIOS CEREAL,15.4OZ,,n,1,
016000145238,Food,1,229,n,n,Gardettoâ€™s: original ,85G,,n,1,
016000160101,Chips,1,249,n,n,Chex Mix:Traditional,3.75 OZ,,n,1,
016000161580,Food,1,249,n,n,Fruit by the Foot,,,n,1,
016000196100,Food,1,489,n,n,Gold Medal:Flour,80.00 OZ,,n,1,
016000197268,Food,1,399,n,n,Betty Crocker:Traditional Chewy Brownie Mix,18.30 OZ,,n,1,
016000264694,Candies/Bars/Gum,1,129,n,n,Nature Valley Oats 'n Honey,1.50 OZ,,n,1,
016000401051,Food,1,699,n,n,Cheerios Cereal,1lb,,n,1,
016000401068,Food,1,699,n,n,Honey Nut Cheerios Cereal,27.5 oz,,n,1,
016000409811,Food,1,399,n,n,Betty Crocker Super Moist White Cake Mix,"=""16.25""",,n,1,
016000409828,Food,1,399,n,n,Betty Crocker Super Moist:Devil's Food,15.25 OZ,,n,1,
016000409897,Food,1,399,n,n,Betty Crocker Super Moist:Chocolate Fudge,15.25 OZ,,n,1,
016000416109,Food,1,279,n,n,Betty Crocker Potato Buds,13.75 OZ,,n,1,
016000420601,Food,1,399,n,n,"Bisquick:Pancake and Baking Mix, Original",20.00 OZ,,n,1,
016000428997,Food,1,399,n,n,Super Moist Red Velvet Cake Mix,15.25 oz,,n,1,
016000435094,Food,1,599,n,n,Cheerios Cereal,40.7 Oz,,n,1,
016000435322,Food,1,899,n,n,Cinnamon Toast Crunch 2 Bags,49 oz,,n,1,
016000438194,Food,1,599,n,n,Lucky Charms - 23 oz. boxes - 2 pk.,46 Oz,,n,1,
016000458307,Food,1,299,n,n,"Betty Crocker:Frosting, Vanilla",16.00 OZ,,n,1,
016000458406,Food,1,299,n,n,Betty Crocker:Chocolate,16.00 OZ,,n,1,
016000459007,Food,1,299,n,n,Betty Crocker :Milk Chocolate,16.00 OZ,,n,1,
016000487697,Food,1,699,n,n,Multi Grain Cheerios:Lightly Sweetened Cereal,12.00 OZ,,n,1,
016000502789,Chips,1,369,n,n,Gardetto's:Roasted Garlic Rye Chips,4.75 OZ,,n,1,
016000505827,Chips,1,249,n,n,Chex Mix:Jalapeno Cheddar,3.75 OZ,,n,1,
016000507319,Chips,1,269,n,n,Gardettos Deli Style Mustard Pretzel Mix,5.5 Oz,,n,1,
016251005701,Food,1,319,n,n,Stonewall's Jerquee:Vegan: Original Mild ,1.5 oz,,n,1,
016251005800,Food,1,319,n,n,Stonewall's Jerquee:Vegan: Spicy Chicken ,1.5 oz,,n,1,
016251005817,Food,1,319,n,n,Stonewall's Jerquee:Vegan: Peppy Pepperoni,1.5 oz,,n,1,
016251005824,Food,1,319,n,n,Stonewall's Jerquee:Vegan: Teriyaki Beef ,1.5 oz,,n,1,
016251005831,Food,1,319,n,n,Stonewall's Jerquee:Vegan: Hot Pastrami,1.5 oz,,n,1,
016251005848,Food,1,319,n,n,Stonewall's Jerquee:Vegan: Barbeque Beef ,1.5 oz,,n,1,
016291224131,Food,1,649,n,n,Ground cinnamon,,,n,1,
016291224209,Food,1,549,n,n,Ground cumin ,,,n,1,
016291224216,Food,1,549,n,n,Curry,,,n,1,
016291224278,Food,1,549,n,n,Herbs from provence,,,n,1,
016291224322,Food,1,849,n,n,Ground nutmeg,,,n,1,
016291224346,Food,1,549,n,n,Oregano ,,,n,1,
016291224353,Food,1,549,n,n,Paprika,,,n,1,
016291224469,Food,1,549,n,n,Cayenne pepper,,,n,1,
016291224476,Food,1,499,n,n,Italian herb blend,,,n,1,
016291224551,Food,1,549,n,n,Thyme,,,n,1,
016291224568,Food,1,599,n,n,Turmeric ,,,n,1,
016291224841,Food,1,599,n,n,Smoked paprika ,,,n,1,
016291225619,Food,1,599,n,n,Taco seasoning,,,n,1,
016291226074,Food,1,599,n,n,Cream of tartar ,,,n,1,
016291226098,Food,1,899,n,n,Cardamom,,,n,1,
016291226104,Food,1,499,n,n,Celery seed,,,n,1,
016291226678,Food,1,499,n,n,Ground fennel ,,,n,1,
016291226777,Food,1,699,n,n,Pumpkin spice ,,,n,1,
016291226838,Food,1,499,n,n,Black sesame seed,,,n,1,
016291226913,Food,1,599,n,n,Aleppo pepper,,,n,1,
016291226920,Food,1,599,n,n,Sumac,,,n,1,
016291227019,Food,1,599,n,n,Adobo,,,n,1,
016291227026,Food,1,499,n,n,M&B: Arrowroot,1.4oz,,n,1,
016291227095,Food,1,599,n,n,Guajillo chile,,,n,1,
016291227125,Food,1,599,n,n,New mexico chile,,,n,1,
016291227132,Food,1,499,n,n,Chimichurri,,,n,1,
016291227231,Food,1,499,n,n,Fenugreek,,,n,1,
016291227248,Food,1,549,n,n,Greek seasoning,,,n,1,
016291227255,Food,1,599,n,n,Gumbo file,,,n,1,
016291227286,Food,1,549,n,n,Jerk sansoning,,,n,1,
016291227293,Food,1,499,n,n,Morton & Basset lavender,,,n,1,
016291227316,Food,1,599,n,n,Lemon pepper blend,,,n,1,
016291227330,Food,1,499,n,n,Mint,,,n,1,
016291227347,Food,1,499,n,n,Ground yellow mustard ,,,n,1,
016291227415,Food,1,549,n,n,Ras el hanout,,,n,1,
016291227477,Food,1,799,n,n,Vanilla powder ,,,n,1,
016291227484,Food,1,499,n,n,Za'atar,,,n,1,
016291227491,Food,1,549,n,n,African berbere,,,n,1,
016291227507,Food,1,599,n,n,Mandarin black tea blend,,,n,1,
016291227514,Food,1,549,n,n,Togarashi ,,,n,1,
016291441026,Food,1,999,n,n,Star anise ,,,n,1,
016291441040,Food,1,699,n,n,Basil,,,n,1,
016291441057,Food,1,1199,n,n,Bay leaves ,,,n,1,
016291441064,Food,1,1199,n,n,Turkish bay leaves ,,,n,1,
016291441101,Food,1,799,n,n,Celery seed,,,n,1,
016291441132,Food,1,899,n,n,Ground cinnamon ,,,n,1,
016291441149,Food,1,999,n,n,Cinnamon sticks ,,,n,1,
016291441163,Food,1,1399,n,n,Whole cloves ,,,n,1,
016291441187,Food,1,699,n,n,Coriander seed ,,,n,1,
016291441194,Food,1,799,n,n,Cumin seed,,,n,1,
016291441200,Food,1,799,n,n,Ground cumin ,,,n,1,
016291441217,Food,1,799,n,n,Morton & Bassett:Curry,2.30 OZ,,n,1,
016291441224,Food,1,799,n,n,Dill weed,,,n,1,
016291441231,Food,1,699,n,n,Fennel seed ,,,n,1,
016291441248,Food,1,899,n,n,Garam masala,,,n,1,
016291441262,Food,1,799,n,n,Ground ginger,,,n,1,
016291441279,Food,1,849,n,n,"Morton & Bassett:Herbs from Provence, with Lavender",0.70 OZ,,n,1,
016291441286,Food,1,949,n,n,Juniper berries ,,,n,1,
016291441316,Food,1,1199,n,n,Whole nutmeg ,,,n,1,
016291441347,Food,1,749,n,n,Oregano ,,,n,1,
016291441354,Food,1,799,n,n,Paprika ,,,n,1,
016291441361,Food,1,699,n,n,Parsley ,,,n,1,
016291441378,Food,1,899,n,n,Coarse ground black pepper,,,n,1,
016291441385,Food,1,1099,n,n,Ground white pepper ,,,n,1,
016291441392,Food,1,899,n,n,Whole black pepper,,,n,1,
016291441453,Food,1,899,n,n,Ground black pepper,,,n,1,
016291441460,Food,1,799,n,n,B&B: Cayenne Peppere,1.8oz,,n,1,
016291441477,Food,1,799,n,n,Italian herb blend ,,,n,1,
016291441484,Food,1,749,n,n,Rosemary ,,,n,1,
016291441491,Food,1,1999,n,n,Saffron threads,,,n,1,
016291441507,Food,1,749,n,n,Sage,,,n,1,
016291441521,Food,1,799,n,n,Sesame seed,,,n,1,
016291441545,Food,1,799,n,n,Tarragon ,,,n,1,
016291441552,Food,1,699,n,n,Thyme ,,,n,1,
016291441569,Food,1,799,n,n,Turmeric ,,,n,1,
016291441576,Food,1,1749,n,n,Vanilla bean ,,,n,1,
016291441583,Food,1,799,n,n,Morton & Bassett:Chinese Five Spice,2.30 OZ,,n,1,
016291441590,Food,1,799,n,n,Morton & Bassett:Pickling Spice,2.20 OZ,,n,1,
016291441613,Food,1,799,n,n,Morton & Bassett:Mexican Blend,2.00 OZ,,n,1,
016291441620,Food,1,799,n,n,Morton & Bassett:Italian Seasoning,1.50 OZ,,n,1,
016291441668,Food,1,699,n,n,Cilantro ,,,n,1,
016291441682,Food,1,799,n,n,Taco seasoning ,,,n,1,
016291441705,Food,1,899,n,n,Garlic powder ,,,n,1,
016291441712,Food,1,799,n,n,Onion powder ,,,n,1,
016291441729,Food,1,899,n,n,"Morton & Bassett:Granulated Garlic, with Parsley",2.60 OZ,,n,1,
016291441767,Food,1,799,n,n,Puppy seeds ,,,n,1,
016291441804,Food,1,2399,n,n,M & B Spices:Pure Vanilla Extract,4.00 OZ,,n,1,
016291441811,Food,1,1599,n,n,M & B Spices:Pure Almond Extract,4.00 OZ,,n,1,
016291441828,Food,1,849,n,n,Everything sprinkle,,,n,1,
016291441842,Food,1,899,n,n,Smoked paprika ,,,n,1,
016291441859,Food,1,799,n,n,Red chili flakes ,,,n,1,
016291441866,Food,1,799,n,n,Ground coriander ,,,n,1,
016291441873,Food,1,1899,n,n,Ground cardamom,,,n,1,
016291441880,Food,1,899,n,n,Chili powder ,,,n,1,
016291441897,Food,1,999,n,n,Ground ancho chile,,,n,1,
016291441903,Food,1,999,n,n,Chipotle chili ,,,n,1,
016291441965,Food,1,749,n,n,Poultry herb/rose,,,n,1,
016291445802,Food,1,1299,n,n,Pure vanilla extract ,,,n,1,
016291445819,Food,1,899,n,n,Pure almond  extract ,,,n,1,
016500040194,Health & Wellness,1,549,n,n,Alka-seltzer Antacid & Pain Relief Medicine Original Effervescent Tablets 12 Each,12 Each,,n,1,
016500510208,Household Essentials,1,529,n,n,Cutter Insec,6 oz,,n,1,
016500559399,Health & Wellness,1,1099,n,n,Alka-Seltzer Plus Night Severe Cold+Flu,6 ct,,n,1,
016500566762,Health & Wellness,1,1099,n,n,Alka Seltzer,"=""24""",,n,1,
016500980414,Household Essentials,1,249,n,n,S.O.S.: Steel Wool Soap Pads,4.00 Ct,,n,1,
016600000043,Food,1,529,n,n,Roses sweetendlimejuice,,,n,1,
017000009469,Soda,1,139,n,n,Armour:with Chicken and Beef,3.00 OZ,,n,1,
017000068084,Health & Wellness,1,649,n,n,Right Guard:Total Defense 5 Powerstripe Fresh Blast Invisible Solid,2.60 OZ,,n,1,
017000068374,Household Essentials,1,549,n,n,Right Guard:Sport 3-D Odor Defense Fresh Clear Gel,3.00 OZ,,n,1,
017400105501,Food,1,199,n,n,Mahatma:Extra Long Grain Enriched Rice,16.00 OZ,,n,1,
017400106751,Food,1,349,n,n,Mahatma:Extra Long Grain Enriched,32.00 OZ,,n,1,
017400109325,Food,1,825,n,n,"Mahatma:Extra Long Grain Enriched Rice, Naturally Sodium-Free, Fat-Free",5.00 LB,,n,1,
017800110754,Pets,1,289,n,n,Dog Chow:Healthy Life Nutrition,16.00 OZ,,n,1,
017800134651,Pets,1,899,n,n,Beneful Dry:Healthy Weight,3.50 LB,,n,1,
017800134835,Household Essentials,1,899,n,n,Beneful Dry:Original,3.50 LB,,n,1,
017800404006,Food,1,899,n,n,Puppy Chow:Healthy Life Nutrition,4.40 LB,,n,1,
017800410274,Pets,1,799,n,n,Dog Chow:Healthy Life Nutrition,4.40 LB,,n,1,
017800450072,Pets,1,359,n,n,Cat Chow Complete Formula,18.00 OZ,,n,1,
017929000202,Food,1,359,n,n,Red Star:Active Dry Yeast,3.00 EA,,n,1,
018200258732,Teas/coffees,1,299,n,n,Teavana Pineapple Berry Blue Herbal Tea,14.5 oz,,n,1,
018200258749,Teas/coffees,1,299,n,n,Teavana Peach Green Tea,14.5 oz,,n,1,
018200258756,Teas/coffees,1,299,n,n,Teavana,,,n,1,
018200258763,Teas/coffees,1,294,n,n,Teavana Passion Tango Herbal Tea,14.5 oz,,n,1,
018200258879,Teas/coffees,1,299,n,n,TEAVANA STRW.APPLE ICEDTEA,14.5 OZ,,n,1,
018200259326,Teas/coffees,1,299,n,n,Teavana un sweetened,,,n,1,
018200259852,Teas/coffees,1,299,n,n,Teavana craft icetea,,,n,1,
018627112464,Food,1,999,n,n,Org Kashi By Kids ,,,n,1,
018627703211,Food,1,569,n,n,Kashi:Golean,13.10 OZ,,n,1,
018627703488,Food,1,569,n,n,Kashi:Golean Crisp! Toasted Berry Crumble,14.00 OZ,,n,1,
019000002211,Candies/Bars/Gum,1,119,n,n,Life Savers:Hard Butter Rum 1.14 Oz Roll 15/,20.00 CT,,n,1,
019000002235,Candies/Bars/Gum,1,119,n,n,Life Savers:Hard Wild Cherry 15/20 Ct,1.14 OZ,,n,1,
019100109926,Health & Wellness,1,499,n,n,Jergens:Original Scent Dry Skin,3.00 OZ,,n,1,
019100109971,Health & Wellness,1,459,n,n,Jergens:Ultra Healing Extra Dry Skin,3.00 FL OZ,,n,1,
019175060801,Food,1,229,n,n,Sipa:3 PL- Vermicelli,1 lb,,n,1,
019200811453,Household Essentials,1,599,n,n,Lysol Disinfecting Wipes Lemon & Lime Blossom,8.9 Oz,,n,1,
019800001162,Household Essentials,1,559,n,n,Drano Liquid Drain Cleaner,32.00 Oz,,n,1,
019800001179,Household Essentials,1,699,n,n,Max Gel Professional Strength Clog Remover,32 Oz,,n,1,
019800001254,Household Essentials,1,949,n,n,DrAno kitchen,,,n,1,
019800701956,Household Essentials,1,599,n,n,Windex: Original w/ Ammonia,23oz,,n,1,
019800703547,Household Essentials,1,999,n,n,Drano Max Gel Ultra,80 Oz,,n,1,
019900003202,Food,1,299,n,n,Clabber Girl:Double Acting,8.10 OZ,,n,1,
019900003509,Food,1,1839,n,n,Clabber Girl:Baking Powder ,5 lbs,,n,1,
019900003950,Food,1,1029,n,n,Clabber Girl:Baking Soda,5 lbs,,n,1,
020100000069,Food,1,199,n,n,Beach Cliff Sarines,3.75 oz,,n,1,
020662000125,Food,1,399,n,n,Newman's Own:Butter,10.5 oz,,n,1,
020662000132,Food,1,399,n,n,Newman's Own:Sea Salt,10.5 oz,,n,1,
020662000156,Food,1,399,n,n,Newman's Own:Touch Of Butter,9.6 oz,,n,1,
020662001153,Food,1,399,n,n,Newman's Own:Movie Theatre Butter ,10.5 oz,,n,1,
020662003911,Food,1,549,n,n,Newmans Tomato Basil,666g,,n,1,
020662004635,Food,1,449,n,n,Newman's Own Alfredo,15 Oz,,n,1,
020662006103,Food,1,549,n,n,Newman's: Cabernet Marinara,24oz,,n,1,
020662006110,Food,1,549,n,n,Newmans own Fire Roasted Tom & Gar,,,n,1,
020662006134,Food,1,549,n,n,Newman's Own:Marinara,26oz,,n,1,
020662006158,Food,1,549,n,n,Newman's Own:Roasted Garlic,24oz,,n,1,
020662006189,Food,1,549,n,n,Newman's Own:Sockarooni,24oz,,n,1,
020662006196,Food,1,549,n,n,Newman's Own:Tomato & Basil Bombolina,24oz,,n,1,
020662006202,Food,1,549,n,n,Newman's Own:Vodka  ,24oz,,n,1,
020709002402,Candies/Bars/Gum,1,259,n,n,Trolli Classic Bears:Gummi Candy,5.00 OZ,,n,1,
020709002532,Candies/Bars/Gum,1,245,n,n,Trolli:Peachie-O's,4.25 OZ,,n,1,
020709002624,Candies/Bars/Gum,1,249,n,n,"Trolli:Gummi Candy, Sour Apple-O's",4.25 OZ,y,n,1,
020709012043,Candies/Bars/Gum,1,249,n,n,Trolli:Squiggles,5.00 OZ,,n,1,
020709012302,Candies/Bars/Gum,1,249,n,n,"Trolli:Gummi Candy, Sour Brite Crawlers",5.00 OZ,,n,1,
020709012319,Candies/Bars/Gum,1,249,n,n,Trolli:Sour Brite Octopus,4.25 OZ,,n,1,
020709012562,Candies/Bars/Gum,1,249,n,n,Trolli:Strawberry Puffs,4.25 OZ,,n,1,
020709100160,Candies/Bars/Gum,1,249,n,n,Trolli Evil Twins,4.25 oz,,n,1,
020709708021,Food,1,249,n,n,"Trolli:Gummi Candy, Sour Cherry Bombers",4.25 OZ,,n,1,
020886921602,Health & Wellness,1,429,n,n,Freestyle,,,n,1,
020886921626,Health & Wellness,1,399,n,n,Hair Brush deluxe vent,,,n,1,
020886921640,Health & Wellness,1,499,n,n,Deluxe Oval Cushion Hairbrush,"=""1""",,n,1,
020886921671,Health & Wellness,1,469,n,n,Fre style comb,,,n,1,
020886925105,Household Essentials,1,199,n,n,Pocket Comb,,,n,1,
020886926553,Health & Wellness,1,229,n,n,Peronal comb,,,n,1,
021000025763,Food,1,329,n,n,Kraft:Original,4.10 OZ,,n,1,
021000026876,Food,1,449,n,n,Kraft Mayo:Real,12.00 OZ,,n,1,
021000052295,Food,1,259,n,n,Kraft Hickory Smoked Bbq Sauce,17.50 Oz,,n,1,
021000052301,Food,1,369,n,n,Kraft Bbq Sauce - Mesquite Smoke,18.00 oz,,n,1,
021000612239,Food,1,399,n,n,Kraft Philadelphia:Original,8.00 OZ,,n,1,
021000643592,Food,1,309,n,n,Kraft Salad Dressing:Ranch,8.00 OZ,,n,1,
021000643615,Food,1,419,n,n,Kraft:Classic Ranch,16.00 FL OZ,,n,1,
021130073979,Dairy,1,469,n,n,"Lucerne:Fat Free Yogurt, Plain",2.00 LB,,n,1,
021136010374,Soda,1,189,n,n,topo chico: agua mineral,16.00 OZ,,n,1,
021136010626,Soda,1,389,n,n,Topo Chico 750ml,"=""139""",,n,2,
021136016444,Soda,1,189,n,n,Topo Chico: Grape,,,n,1,
021136020373,Soda,1,639,n,n,Topo Chico,4 Bottles,,n,4,
021136110449,Soda,1,189,n,n,Topo Chico:Lime,12.00 FL OZ,,n,1,
021136180589,Soda,1,229,n,n,Topo chico twist lime pb,15.5fl oz,,n,1,
021136180596,Soda,1,229,n,n,Topochico pb,,,n,1,
021143360073,Food,1,259,n,n,Riga Sprats,,,n,1,
021200000003,Household Essentials,1,199,n,n,Scotch-brite Scrub Sponge - Heavy Duty,1.00 Ct,,n,1,
021200000034,Household Essentials,1,199,n,n,Scotch Brite Heavy Duty Scrub Sponge,"=""1""",,n,1,
021200001833,Household Essentials,1,199,n,n,Scotch Brite Non-Scratch Scrub Sponge,10 oz,,n,1,
021200010002,Household Essentials,1,199,n,n,"Scotch-Brite Scour Pad, 1-Count","=""1""",,n,1,
021200010231,Household Essentials,1,249,n,n,Scotch Magic Office Tape with Refillable Dispenser,1pc,,n,1,
021200010309,Household Essentials,1,249,n,n,Scotch Transparent 3M,"=""1""",,n,1,
021200010330,Household Essentials,1,499,n,n,Scotch Double Sided Tape,,,n,1,
021200011139,Household Essentials,1,329,n,n,Scotch Tape,,,n,1,
021200474019,Household Essentials,1,759,n,n,Post it notes,,,n,1,
021200572357,Household Essentials,1,569,n,n,Scotch Brite Heavy Duty Scrub Sponge 3-pack,3 ct,,n,1,
021200598463,Household Essentials,1,479,n,n,No Scratch Scrub Sponges,"=""3""",,n,1,
021428951316,Food,1,350,n,n,Judys org. eggs,6pk,,n,1,
021428951347,Food,1,599,n,n,Judie's: Org. Lrg AA eggs,1dzn,,n,1,
021428951378,Food,1,499,n,n,Uncle Eddies: white eggs,1dzn,,n,1,
021428951422,Food,1,499,n,n,Rky Isln: Brn large eggs,1dzn,,n,1,
021428951446,Food,1,499,n,n,Uncle Eddie's:Jumbo eggs,1dzn,,n,1,
021500000574,Food,1,329,n,n,"Lawry's:Seasoned Salt, The Original",4.00 OZ,,n,1,
021511134763,Food,1,299,n,n,Organic Casarecce,500g,,n,1,
021511362142,Food,1,269,n,n,Gemelli org. pasta,500g,,n,1,
021511516873,Food,1,299,n,n,Garagolo Macaroni,500g,,n,1,
021788916291,Food,1,399,n,n,Gourmet Center:Biscoff Cookies,8.88 OZ,,n,1,
021908507378,Candies/Bars/Gum,1,199,n,n,Lara Bar:Blueberry Muffin,1.7 oz,,n,1,
021908509150,Candies/Bars/Gum,1,199,n,n,Lara Bar:Pecan Pie ,1.7 oz,,n,1,
021908509242,Candies/Bars/Gum,1,199,n,n,Lara Bar:Peanut Butter Cookie,1.7 oz,,n,1,
021908509259,Candies/Bars/Gum,1,199,n,n,Lara Bar:Cashew Cookie ,1.7 oz,,n,1,
021908509273,Candies/Bars/Gum,1,199,n,n,Lara Bar:Apple Pie ,1.7 oz,,n,1,
021908509327,Candies/Bars/Gum,1,199,n,n,Lara Bar:Almond Butter Chocolate Chip,1.7 oz,,n,1,
021908509358,Candies/Bars/Gum,1,199,n,n,Lara Bar:Peanut Butter  Chocolate  Chip,1.7 oz,,n,1,
021908509372,Candies/Bars/Gum,1,199,n,n,Lara Bar:Peanut Butter & Jelly,1.7 oz,,n,1,
021908515083,Candies/Bars/Gum,1,199,n,n,Lara Bar:Chocolate Chip Cookie Dough,1.7 oz,,n,1,
021908515465,Candies/Bars/Gum,1,199,n,n,Lara Bar:Chocolate Coconut Chew,1.7 oz,,n,1,
021908743271,Food,1,629,n,n,Cascadian Farms:Org. Cereal French Vanilla Almond,13oz,,n,1,
021908743318,Food,1,599,n,n,Cascadian Farm Organic,16oz,,n,1,
022000001122,Candies/Bars/Gum,1,149,n,n,STARBURST MINIS SOURS,1.85 oz,y,n,1,
022000004345,Candies/Bars/Gum,1,119,n,n,Life Savers:Hard 5 Flavors,14.00 CT,,n,1,
022000004840,Candies/Bars/Gum,1,179,n,n,Orbit Spearmint,14.00 CT,,n,1,
022000004864,Candies/Bars/Gum,1,179,n,n,Orbit:Peppermint Sugar Free,14.00 CT,,n,1,
022000004895,Candies/Bars/Gum,1,179,n,n,Orbit Bubblemint,14.00 CT,,n,1,
022000005120,Candies/Bars/Gum,1,179,n,n,5 Peppermint Cobalt,15 stick,y,n,1,
022000005144,Candies/Bars/Gum,1,179,n,n,Wrigley's 5 Spearmint - Rain,15 ct,y,n,1,
022000006653,Candies/Bars/Gum,1,179,n,n,Spearmint,"=""15""",,n,1,
022000006660,Candies/Bars/Gum,1,179,n,n,Doublemint,"=""1""",y,n,1,
022000006677,Candies/Bars/Gum,1,169,n,n,Juicy Fruit Slim Pack,"=""15""",y,n,1,
022000006684,Candies/Bars/Gum,1,169,n,n,Big Red,"=""15""",,n,1,
022000006691,Candies/Bars/Gum,1,179,n,n,Winterfresh,1.00 CT,,n,1,
022000008381,Candies/Bars/Gum,1,179,n,n,Extra Sweet Watermelon,15.00 CT,y,n,1,
022000008404,Candies/Bars/Gum,1,189,n,n,Extra Winterfresh Sugarfree,15.00 CT,y,n,1,
022000008459,Candies/Bars/Gum,1,179,n,n,Extra Classic Bubble Sugarfree,15.00 CT,y,n,1,
022000008916,Candies/Bars/Gum,1,189,n,n,Extra Peppermint,15.00 CT,y,n,1,
022000008992,Candies/Bars/Gum,1,179,n,n,Extra Spearmint Sugarfree,15.00 CT,,n,1,
022000009722,Candies/Bars/Gum,1,169,n,n,Altoids:Cinnamon Sugar Free .37 Oz,50.00 CT,,n,1,
022000009746,Candies/Bars/Gum,1,169,n,n,Altoids:Wintergreen Sugar Free .37 Oz,50.00 CT,,n,1,
022000013200,Candies/Bars/Gum,1,189,n,n,Eclipse Winterfrost Sugarfree,18.00 CT,y,n,1,
022000013279,Candies/Bars/Gum,1,189,n,n,Eclipse Polar Ice Sugarfree,18.00 CT,y,n,1,
022000013316,Candies/Bars/Gum,1,189,n,n,Eclipse Spearmint Sugarfree,18.00 CT,y,n,1,
022000014634,Candies/Bars/Gum,1,229,n,n,Life Savers / Gummies:Collisions,4.20 OZ,y,n,1,
022000014641,Candies/Bars/Gum,1,229,n,n,Life Savers / Gummies:5 Flavors,4.20 OZ,,n,1,
022000014719,Candies/Bars/Gum,1,169,n,n,Wrigley's 5 RPM Mint,15 ct,y,n,1,
022000015532,Candies/Bars/Gum,1,169,n,n,5 Wintermint Ascent,1.00 Ct,y,n,1,
022000016690,Candies/Bars/Gum,1,169,n,n,5 Sour Strawberry Flood,15 ct,y,n,1,
022000018847,Candies/Bars/Gum,1,149,n,n,Skittles: Brightside,16.00 OZ,y,n,1,
022000020727,Candies/Bars/Gum,1,229,n,n,EXTRA CHEWYMINTS PEPPERMINT,1.5 OZ,y,n,1,
022000020734,Candies/Bars/Gum,1,229,n,n,EXTRA CHEWYMINTS POLAR ICE,1.5 OZ,y,n,1,
022000074072,Candies/Bars/Gum,1,229,n,n,Life Savers Gummies Wild Berries,4.2 oz,y,n,1,
022000076038,Candies/Bars/Gum,1,169,n,n,5 Mystery Mint,15 cts,y,n,1,
022000116024,Candies/Bars/Gum,1,169,n,n,Wrigley's 5 Prism:Electric Watermelon,40.50 G,y,n,1,
022000117014,Candies/Bars/Gum,1,169,n,n,Wrigley's 5 React 2 Mint,15 ct,y,n,1,
022000159311,Candies/Bars/Gum,1,229,n,n,Altoids:Spearmint,1.76 OZ,,n,1,
022000159342,Candies/Bars/Gum,1,229,n,n,Altoids:Wintergreen,1.76 OZ,,n,1,
022000159359,Candies/Bars/Gum,1,259,n,n,Altoids:Cinnamon,1.76 OZ,,n,1,
022200002547,Health & Wellness,1,599,n,n,"Skin Bracer After Shave, Original",5 oz,,n,1,
